file,FIFO,MOPNR,SPT,MWKR
mkt01.txt,546.0,509.0,626.0,490.0
mkt02.txt,559.0,493.0,555.0,548.0
mkt03.txt,1120.0,1074.0,1051.0,1009.0
mkt04.txt,580.0,666.0,655.0,694.0
mkt05.txt,993.0,1039.0,979.0,936.0
mkt06.txt,1060.0,1017.0,988.0,1050.0
mkt07.txt,1148.0,1101.0,1110.0,1030.0
mkt08.txt,1940.0,2092.0,1988.0,1985.0
mkt09.txt,1940.0,2074.0,2083.0,2092.0
mkt10.txt,1757.0,1937.0,1884.0,1963.0
