epoch,step,test/reward,train/loss,train/reward,val/reward
677,5423,,,,-110.12200164794922
678,5431,,,,-110.33000183105469
679,5439,,,,-110.43800354003906
680,5447,,,,-110.74800109863281
681,5449,,-21.947914123535156,-111.40234375,
681,5455,,,,-110.76100158691406
682,5463,,,,-110.91300201416016
683,5471,,,,-110.30400085449219
684,5479,,,,-110.54399871826172
685,5487,,,,-110.28700256347656
686,5495,,,,-110.45899963378906
687,5499,,-42.366371154785156,-111.6171875,
687,5503,,,,-110.33300018310547
688,5511,,,,-110.28800201416016
689,5519,,,,-110.2490005493164
690,5527,,,,-110.30000305175781
691,5535,,,,-110.29299926757812
692,5543,,,,-110.13700103759766
693,5549,,3.1214044094085693,-110.375,
693,5551,,,,-110.22000122070312
694,5559,,,,-110.3290023803711
695,5567,,,,-110.26699829101562
696,5575,,,,-110.27899932861328
697,5583,,,,-110.18800354003906
698,5591,,,,-110.55400085449219
699,5599,,-48.11476516723633,-110.39423370361328,
699,5599,,,,-110.83499908447266
700,5607,,,,-110.15799713134766
701,5615,,,,-110.09600067138672
702,5623,,,,-110.21199798583984
703,5631,,,,-110.18399810791016
704,5639,,,,-110.08999633789062
705,5647,,,,-110.3489990234375
706,5649,,-29.835817337036133,-111.453125,
706,5655,,,,-110.25599670410156
707,5663,,,,-110.38400268554688
708,5671,,,,-110.57499694824219
709,5679,,,,-110.4520034790039
710,5687,,,,-110.5989990234375
711,5695,,,,-110.4020004272461
712,5699,,-38.346736907958984,-110.7890625,
712,5703,,,,-110.51100158691406
713,5711,,,,-110.3030014038086
714,5719,,,,-110.35299682617188
715,5727,,,,-110.21800231933594
716,5735,,,,-110.26499938964844
717,5743,,,,-110.29000091552734
718,5749,,-13.242411613464355,-110.57421875,
718,5751,,,,-110.2699966430664
719,5759,,,,-110.24299621582031
720,5767,,,,-110.0999984741211
721,5775,,,,-110.31900024414062
722,5783,,,,-110.2040023803711
723,5791,,,,-109.99400329589844
724,5799,,-39.26872634887695,-111.73558044433594,
724,5799,,,,-109.90899658203125
725,5807,,,,-110.08000183105469
726,5815,,,,-110.13500213623047
727,5823,,,,-110.36100006103516
728,5831,,,,-110.27200317382812
729,5839,,,,-110.30400085449219
730,5847,,,,-110.05999755859375
731,5849,,9.75611686706543,-111.0,
731,5855,,,,-110.01000213623047
732,5863,,,,-109.97699737548828
733,5871,,,,-109.96900177001953
734,5879,,,,-110.15699768066406
735,5887,,,,-110.24199676513672
736,5895,,,,-110.08399963378906
737,5899,,-37.752159118652344,-111.56640625,
737,5903,,,,-110.35099792480469
738,5911,,,,-110.41000366210938
739,5919,,,,-110.36000061035156
740,5927,,,,-110.1719970703125
741,5935,,,,-109.99800109863281
742,5943,,,,-110.17900085449219
743,5949,,-15.60881233215332,-111.4453125,
743,5951,,,,-110.13200378417969
744,5959,,,,-110.07099914550781
745,5967,,,,-110.10399627685547
746,5975,,,,-110.11399841308594
747,5983,,,,-110.19000244140625
748,5991,,,,-109.96600341796875
749,5999,,-14.688789367675781,-110.60577392578125,
749,5999,,,,-109.99199676513672
750,6007,,,,-109.9229965209961
751,6015,,,,-109.93800354003906
752,6023,,,,-110.12200164794922
753,6031,,,,-109.98100280761719
754,6039,,,,-110.03399658203125
755,6047,,,,-110.22000122070312
756,6049,,1.3721799850463867,-111.26953125,
756,6055,,,,-109.80999755859375
757,6063,,,,-109.98799896240234
758,6071,,,,-109.95600128173828
759,6079,,,,-110.0770034790039
760,6087,,,,-110.08699798583984
761,6095,,,,-110.16799926757812
762,6099,,-17.003448486328125,-111.72265625,
762,6103,,,,-110.02999877929688
763,6111,,,,-110.10600280761719
764,6119,,,,-110.03099822998047
765,6127,,,,-110.08599853515625
766,6135,,,,-110.16799926757812
767,6143,,,,-110.06700134277344
768,6149,,-5.071540832519531,-110.47265625,
768,6151,,,,-110.14800262451172
769,6159,,,,-110.3280029296875
770,6167,,,,-110.30599975585938
771,6175,,,,-110.33899688720703
772,6183,,,,-110.2699966430664
773,6191,,,,-109.8740005493164
774,6199,,-4.700528621673584,-110.90866088867188,
774,6199,,,,-109.90399932861328
775,6207,,,,-109.88800048828125
776,6215,,,,-109.85800170898438
777,6223,,,,-110.02799987792969
778,6231,,,,-110.08000183105469
779,6239,,,,-109.93800354003906
780,6247,,,,-110.2959976196289
781,6249,,-22.274089813232422,-109.93359375,
781,6255,,,,-110.08300018310547
782,6263,,,,-110.09500122070312
783,6271,,,,-110.13899993896484
784,6279,,,,-110.26300048828125
785,6287,,,,-110.4530029296875
786,6295,,,,-110.25
787,6299,,-20.373044967651367,-109.8828125,
787,6303,,,,-110.2699966430664
788,6311,,,,-110.22200012207031
789,6319,,,,-110.31500244140625
790,6327,,,,-110.35399627685547
791,6335,,,,-110.2959976196289
792,6343,,,,-110.28399658203125
793,6349,,-15.20456314086914,-110.2734375,
793,6351,,,,-110.11100006103516
794,6359,,,,-110.21299743652344
795,6367,,,,-110.16799926757812
796,6375,,,,-110.00599670410156
797,6383,,,,-110.072998046875
798,6391,,,,-110.0999984741211
799,6399,,-16.808170318603516,-110.76923370361328,
799,6399,,,,-110.30899810791016
800,6407,,,,-110.20899963378906
801,6415,,,,-110.16899871826172
802,6423,,,,-110.08899688720703
803,6431,,,,-109.86000061035156
804,6439,,,,-109.88800048828125
805,6447,,,,-110.11299896240234
806,6449,,-34.9541015625,-111.6015625,
806,6455,,,,-110.16100311279297
807,6463,,,,-110.13500213623047
808,6471,,,,-109.85199737548828
809,6479,,,,-110.27899932861328
810,6487,,,,-110.11699676513672
811,6495,,,,-110.02100372314453
812,6499,,-34.59019088745117,-111.79296875,
812,6503,,,,-110.25800323486328
813,6511,,,,-110.2979965209961
814,6519,,,,-110.12200164794922
815,6527,,,,-110.16300201416016
816,6535,,,,-109.88400268554688
817,6543,,,,-110.13400268554688
818,6549,,-17.282590866088867,-110.7265625,
818,6551,,,,-110.09300231933594
819,6559,,,,-110.1719970703125
820,6567,,,,-109.89900207519531
821,6575,,,,-109.96399688720703
822,6583,,,,-110.21099853515625
823,6591,,,,-110.197998046875
824,6599,,-17.49911117553711,-109.73077392578125,
824,6599,,,,-110.49500274658203
825,6607,,,,-110.31500244140625
826,6615,,,,-110.3290023803711
827,6623,,,,-110.26399993896484
828,6631,,,,-110.02300262451172
829,6639,,,,-110.08899688720703
830,6647,,,,-110.2770004272461
831,6649,,-29.97114372253418,-110.7578125,
831,6655,,,,-110.08100128173828
832,6663,,,,-110.08200073242188
833,6671,,,,-110.20700073242188
834,6679,,,,-110.00700378417969
835,6687,,,,-110.13899993896484
836,6695,,,,-109.66999816894531
837,6699,,-20.505605697631836,-110.8828125,
837,6703,,,,-109.99099731445312
838,6711,,,,-110.20700073242188
839,6719,,,,-110.19000244140625
840,6727,,,,-109.94599914550781
841,6735,,,,-110.0770034790039
842,6743,,,,-110.10299682617188
843,6749,,-10.029739379882812,-109.62890625,
843,6751,,,,-110.2300033569336
844,6759,,,,-109.87300109863281
845,6767,,,,-110.11399841308594
846,6775,,,,-110.03700256347656
847,6783,,,,-110.16899871826172
848,6791,,,,-110.17900085449219
849,6799,,-46.28520584106445,-111.2596206665039,
849,6799,,,,-110.06500244140625
850,6807,,,,-110.4469985961914
851,6815,,,,-110.35099792480469
852,6823,,,,-110.23100280761719
853,6831,,,,-110.2760009765625
854,6839,,,,-110.08399963378906
855,6847,,,,-110.09400177001953
856,6849,,-10.467000961303711,-110.57421875,
856,6855,,,,-110.0530014038086
857,6863,,,,-110.23200225830078
858,6871,,,,-110.22599792480469
859,6879,,,,-110.13999938964844
860,6887,,,,-110.2509994506836
861,6895,,,,-110.3740005493164
862,6899,,-30.64505386352539,-111.7109375,
862,6903,,,,-110.10399627685547
863,6911,,,,-110.16500091552734
864,6919,,,,-109.90699768066406
865,6927,,,,-110.09200286865234
866,6935,,,,-110.08799743652344
867,6943,,,,-110.10900115966797
868,6949,,-25.24614715576172,-109.84375,
868,6951,,,,-109.99700164794922
869,6959,,,,-110.3030014038086
870,6967,,,,-110.41200256347656
871,6975,,,,-110.34300231933594
872,6983,,,,-110.24400329589844
873,6991,,,,-110.11100006103516
874,6999,,-13.066434860229492,-109.78846740722656,
874,6999,,,,-110.27899932861328
875,7007,,,,-110.38099670410156
876,7015,,,,-110.2979965209961
877,7023,,,,-110.17900085449219
878,7031,,,,-110.41300201416016
879,7039,,,,-110.31199645996094
880,7047,,,,-110.2229995727539
881,7049,,-50.108375549316406,-111.17578125,
881,7055,,,,-110.2239990234375
882,7063,,,,-110.16899871826172
883,7071,,,,-110.21499633789062
884,7079,,,,-110.05400085449219
885,7087,,,,-110.21800231933594
886,7095,,,,-110.33799743652344
887,7099,,-8.491281509399414,-111.34765625,
887,7103,,,,-110.30599975585938
888,7111,,,,-110.12899780273438
889,7119,,,,-110.21600341796875
890,7127,,,,-109.98200225830078
891,7135,,,,-110.0469970703125
892,7143,,,,-110.49500274658203
893,7149,,-37.51698303222656,-111.265625,
893,7151,,,,-110.38300323486328
894,7159,,,,-110.34600067138672
895,7167,,,,-110.24199676513672
896,7175,,,,-110.51799774169922
897,7183,,,,-110.22699737548828
898,7191,,,,-110.39800262451172
899,7199,,-19.535552978515625,-111.10096740722656,
899,7199,,,,-110.2969970703125
900,7207,,,,-110.32099914550781
901,7215,,,,-110.27400207519531
902,7223,,,,-110.63200378417969
903,7231,,,,-110.55699920654297
904,7239,,,,-110.37100219726562
905,7247,,,,-110.43199920654297
906,7249,,2.431732654571533,-111.4609375,
906,7255,,,,-110.25700378417969
907,7263,,,,-110.31300354003906
908,7271,,,,-110.41100311279297
909,7279,,,,-110.33799743652344
910,7287,,,,-110.26599884033203
911,7295,,,,-110.09200286865234
912,7299,,1.5184435844421387,-110.3125,
912,7303,,,,-110.0510025024414
913,7311,,,,-109.93000030517578
914,7319,,,,-110.1719970703125
915,7327,,,,-110.25700378417969
916,7335,,,,-110.46900177001953
917,7343,,,,-110.35600280761719
918,7349,,-3.2039060592651367,-110.99609375,
918,7351,,,,-110.29000091552734
919,7359,,,,-110.01100158691406
920,7367,,,,-110.1259994506836
921,7375,,,,-110.12899780273438
922,7383,,,,-109.93900299072266
923,7391,,,,-110.3270034790039
924,7399,,-19.071596145629883,-109.99519348144531,
924,7399,,,,-110.0
925,7407,,,,-110.00199890136719
926,7415,,,,-109.89199829101562
927,7423,,,,-110.30400085449219
928,7431,,,,-109.98699951171875
929,7439,,,,-109.90799713134766
930,7447,,,,-110.03500366210938
931,7449,,-21.207963943481445,-110.95703125,
931,7455,,,,-110.01899719238281
932,7463,,,,-109.91699981689453
933,7471,,,,-110.08000183105469
934,7479,,,,-110.0780029296875
935,7487,,,,-110.26100158691406
936,7495,,,,-110.13999938964844
937,7499,,-33.62285232543945,-111.765625,
937,7503,,,,-110.36000061035156
938,7511,,,,-110.11699676513672
939,7519,,,,-110.01599884033203
940,7527,,,,-109.93900299072266
941,7535,,,,-109.91699981689453
942,7543,,,,-110.08499908447266
943,7549,,-1.9426755905151367,-110.67578125,
943,7551,,,,-110.21600341796875
944,7559,,,,-110.03399658203125
945,7567,,,,-110.17500305175781
946,7575,,,,-110.44999694824219
947,7583,,,,-110.43199920654297
948,7591,,,,-110.93800354003906
949,7599,,-71.16719818115234,-112.29808044433594,
949,7599,,,,-110.76200103759766
950,7607,,,,-110.36799621582031
951,7615,,,,-110.24299621582031
952,7623,,,,-110.2969970703125
953,7631,,,,-110.02999877929688
954,7639,,,,-110.0510025024414
955,7647,,,,-110.19200134277344
956,7649,,12.91452693939209,-109.98046875,
956,7655,,,,-110.05699920654297
957,7663,,,,-109.9280014038086
958,7671,,,,-110.06900024414062
959,7679,,,,-109.9219970703125
960,7687,,,,-110.03600311279297
961,7695,,,,-110.04499816894531
962,7699,,-19.578903198242188,-111.6796875,
962,7703,,,,-110.2229995727539
963,7711,,,,-110.29000091552734
964,7719,,,,-110.427001953125
965,7727,,,,-110.24400329589844
966,7735,,,,-110.30799865722656
967,7743,,,,-110.04399871826172
968,7749,,-20.300962448120117,-110.8515625,
968,7751,,,,-110.0199966430664
969,7759,,,,-110.01799774169922
970,7767,,,,-110.2030029296875
971,7775,,,,-110.09100341796875
972,7783,,,,-110.13200378417969
973,7791,,,,-110.21499633789062
974,7799,,-49.40562438964844,-111.1971206665039,
974,7799,,,,-110.13600158691406
975,7807,,,,-110.15899658203125
976,7815,,,,-109.83999633789062
977,7823,,,,-110.26699829101562
978,7831,,,,-110.14800262451172
979,7839,,,,-110.15599822998047
980,7847,,,,-110.04199981689453
981,7849,,-21.504730224609375,-111.28515625,
981,7855,,,,-110.02100372314453
982,7863,,,,-110.22699737548828
983,7871,,,,-110.03600311279297
984,7879,,,,-110.16000366210938
985,7887,,,,-110.12000274658203
986,7895,,,,-109.84700012207031
987,7899,,1.4016973972320557,-111.28515625,
987,7903,,,,-110.05899810791016
988,7911,,,,-110.2239990234375
989,7919,,,,-110.13999938964844
990,7927,,,,-110.09400177001953
991,7935,,,,-110.03500366210938
992,7943,,,,-110.06400299072266
993,7949,,-2.716385841369629,-110.91015625,
993,7951,,,,-110.03900146484375
994,7959,,,,-110.16600036621094
995,7967,,,,-110.15699768066406
996,7975,,,,-110.0510025024414
997,7983,,,,-109.89600372314453
998,7991,,,,-110.0479965209961
999,7999,,-2.193297863006592,-110.68269348144531,
999,7999,,,,-110.13600158691406
1000,8000,-101.34559631347656,,,
