file,reinforce_policy
mfjs01.txt,712.0
mfjs02.txt,918.0
mfjs03.txt,900.0
mfjs04.txt,890.0
mfjs05.txt,987.0
mfjs06.txt,1530.0
mfjs07.txt,1885.0
mfjs08.txt,1446.0
mfjs09.txt,2047.0
mfjs10.txt,2294.0
