file,FIFO,MOPNR,SPT,MWKR
fjsp1.txt,208.0,334.0,364.0,292.0
fjsp10.txt,246.0,448.0,402.0,420.0
fjsp2.txt,186.0,250.0,210.0,226.0
fjsp3.txt,182.0,378.0,314.0,310.0
fjsp4.txt,194.0,230.0,252.0,230.0
fjsp5.txt,114.0,188.0,206.0,188.0
fjsp6.txt,196.0,402.0,376.0,394.0
fjsp7.txt,202.0,226.0,268.0,228.0
fjsp8.txt,236.0,539.0,539.0,425.0
fjsp9.txt,188.0,332.0,306.0,356.0
