file,reinforce_policy
fjsp1.txt,256.0
fjsp10.txt,336.0
fjsp2.txt,194.0
fjsp3.txt,198.0
fjsp4.txt,232.0
fjsp5.txt,118.0
fjsp6.txt,224.0
fjsp7.txt,204.0
fjsp8.txt,246.0
fjsp9.txt,200.0
