file,reinforce_policy
mkt01.txt,513.0
mkt02.txt,486.0
mkt03.txt,1039.0
mkt04.txt,648.0
mkt05.txt,998.0
mkt06.txt,1003.0
mkt07.txt,1056.0
mkt08.txt,2064.0
mkt09.txt,1869.0
mkt10.txt,1745.0
